qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)
0.78           2              2                   ..a00                                                                         0. +-              0.
0.78           2              2                   NLO.QT.32                                                                   -nan +-            -nan

=====================================================================================================================================================

qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)

0.79           0.5            0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           0.5            0.5                 ..a00                                                                         0. +-              0.
0.79           0.5            0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.79           0.5            1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           0.5            1                   ..a00                                                                         0. +-              0.
0.79           0.5            1                   NLO.QT.32                                                                   -nan +-            -nan

0.79           0.5            2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           0.5            2                   ..a00                                                                         0. +-              0.
0.79           0.5            2                   NLO.QT.32                                                                   -nan +-            -nan

0.79           1              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           1              0.5                 ..a00                                                                         0. +-              0.
0.79           1              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.79           1              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           1              1                   ..a00                                                                         0. +-              0.
0.79           1              1                   NLO.QT.32                                                                   -nan +-            -nan

0.79           1              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           1              2                   ..a00                                                                         0. +-              0.
0.79           1              2                   NLO.QT.32                                                                   -nan +-            -nan

0.79           2              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           2              0.5                 ..a00                                                                         0. +-              0.
0.79           2              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.79           2              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           2              1                   ..a00                                                                         0. +-              0.
0.79           2              1                   NLO.QT.32                                                                   -nan +-            -nan

0.79           2              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           2              2                   ..a00                                                                         0. +-              0.
0.79           2              2                   NLO.QT.32                                                                   -nan +-            -nan

=====================================================================================================================================================

qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)

0.8            0.5            0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            0.5            0.5                 ..a00                                                                         0. +-              0.
0.8            0.5            0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.8            0.5            1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            0.5            1                   ..a00                                                                         0. +-              0.
0.8            0.5            1                   NLO.QT.32                                                                   -nan +-            -nan

0.8            0.5            2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            0.5            2                   ..a00                                                                         0. +-              0.
0.8            0.5            2                   NLO.QT.32                                                                   -nan +-            -nan

0.8            1              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            1              0.5                 ..a00                                                                         0. +-              0.
0.8            1              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.8            1              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            1              1                   ..a00                                                                         0. +-              0.
0.8            1              1                   NLO.QT.32                                                                   -nan +-            -nan

0.8            1              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            1              2                   ..a00                                                                         0. +-              0.
0.8            1              2                   NLO.QT.32                                                                   -nan +-            -nan

0.8            2              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            2              0.5                 ..a00                                                                         0. +-              0.
0.8            2              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.8            2              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            2              1                   ..a00                                                                         0. +-              0.
0.8            2              1                   NLO.QT.32                                                                   -nan +-            -nan

0.8            2              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            2              2                   ..a00                                                                         0. +-              0.
0.8            2              2                   NLO.QT.32                                                                   -nan +-            -nan

=====================================================================================================================================================

qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)

0.81           0.5            0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           0.5            0.5                 ..a00                                                                         0. +-              0.
0.81           0.5            0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.81           0.5            1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           0.5            1                   ..a00                                                                         0. +-              0.
0.81           0.5            1                   NLO.QT.32                                                                   -nan +-            -nan

0.81           0.5            2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           0.5            2                   ..a00                                                                         0. +-              0.
0.81           0.5            2                   NLO.QT.32                                                                   -nan +-            -nan

0.81           1              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           1              0.5                 ..a00                                                                         0. +-              0.
0.81           1              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.81           1              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           1              1                   ..a00                                                                         0. +-              0.
0.81           1              1                   NLO.QT.32                                                                   -nan +-            -nan

0.81           1              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           1              2                   ..a00                                                                         0. +-              0.
0.81           1              2                   NLO.QT.32                                                                   -nan +-            -nan

0.81           2              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           2              0.5                 ..a00                                                                         0. +-              0.
0.81           2              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.81           2              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           2              1                   ..a00                                                                         0. +-              0.
0.81           2              1                   NLO.QT.32                                                                   -nan +-            -nan

0.81           2              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           2              2                   ..a00                                                                         0. +-              0.
0.81           2              2                   NLO.QT.32                                                                   -nan +-            -nan

=====================================================================================================================================================

qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)

0.82           0.5            0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           0.5            0.5                 ..a00                                                                         0. +-              0.
0.82           0.5            0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.82           0.5            1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           0.5            1                   ..a00                                                                         0. +-              0.
0.82           0.5            1                   NLO.QT.32                                                                   -nan +-            -nan

0.82           0.5            2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           0.5            2                   ..a00                                                                         0. +-              0.
0.82           0.5            2                   NLO.QT.32                                                                   -nan +-            -nan

0.82           1              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           1              0.5                 ..a00                                                                         0. +-              0.
0.82           1              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.82           1              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           1              1                   ..a00                                                                         0. +-              0.
0.82           1              1                   NLO.QT.32                                                                   -nan +-            -nan

0.82           1              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           1              2                   ..a00                                                                         0. +-              0.
0.82           1              2                   NLO.QT.32                                                                   -nan +-            -nan

0.82           2              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           2              0.5                 ..a00                                                                         0. +-              0.
0.82           2              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.82           2              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           2              1                   ..a00                                                                         0. +-              0.
0.82           2              1                   NLO.QT.32                                                                   -nan +-            -nan

0.82           2              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           2              2                   ..a00                                                                         0. +-              0.
0.82           2              2                   NLO.QT.32                                                                   -nan +-            -nan

=====================================================================================================================================================

qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)

0.83           0.5            0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           0.5            0.5                 ..a00                                                                         0. +-              0.
0.83           0.5            0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.83           0.5            1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           0.5            1                   ..a00                                                                         0. +-              0.
0.83           0.5            1                   NLO.QT.32                                                                   -nan +-            -nan

0.83           0.5            2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           0.5            2                   ..a00                                                                         0. +-              0.
0.83           0.5            2                   NLO.QT.32                                                                   -nan +-            -nan

0.83           1              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           1              0.5                 ..a00                                                                         0. +-              0.
0.83           1              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.83           1              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           1              1                   ..a00                                                                         0. +-              0.
0.83           1              1                   NLO.QT.32                                                                   -nan +-            -nan

0.83           1              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           1              2                   ..a00                                                                         0. +-              0.
0.83           1              2                   NLO.QT.32                                                                   -nan +-            -nan

0.83           2              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           2              0.5                 ..a00                                                                         0. +-              0.
0.83           2              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.83           2              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           2              1                   ..a00                                                                         0. +-              0.
0.83           2              1                   NLO.QT.32                                                                   -nan +-            -nan

0.83           2              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           2              2                   ..a00                                                                         0. +-              0.
0.83           2              2                   NLO.QT.32                                                                   -nan +-            -nan

=====================================================================================================================================================

qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)

0.84           0.5            0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           0.5            0.5                 ..a00                                                                         0. +-              0.
0.84           0.5            0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.84           0.5            1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           0.5            1                   ..a00                                                                         0. +-              0.
0.84           0.5            1                   NLO.QT.32                                                                   -nan +-            -nan

0.84           0.5            2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           0.5            2                   ..a00                                                                         0. +-              0.
0.84           0.5            2                   NLO.QT.32                                                                   -nan +-            -nan

0.84           1              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           1              0.5                 ..a00                                                                         0. +-              0.
0.84           1              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.84           1              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           1              1                   ..a00                                                                         0. +-              0.
0.84           1              1                   NLO.QT.32                                                                   -nan +-            -nan

0.84           1              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           1              2                   ..a00                                                                         0. +-              0.
0.84           1              2                   NLO.QT.32                                                                   -nan +-            -nan

0.84           2              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           2              0.5                 ..a00                                                                         0. +-              0.
0.84           2              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.84           2              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           2              1                   ..a00                                                                         0. +-              0.
0.84           2              1                   NLO.QT.32                                                                   -nan +-            -nan

0.84           2              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           2              2                   ..a00                                                                         0. +-              0.
0.84           2              2                   NLO.QT.32                                                                   -nan +-            -nan

=====================================================================================================================================================

qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)

0.85           0.5            0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           0.5            0.5                 ..a00                                                                         0. +-              0.
0.85           0.5            0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.85           0.5            1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           0.5            1                   ..a00                                                                         0. +-              0.
0.85           0.5            1                   NLO.QT.32                                                                   -nan +-            -nan

0.85           0.5            2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           0.5            2                   ..a00                                                                         0. +-              0.
0.85           0.5            2                   NLO.QT.32                                                                   -nan +-            -nan

0.85           1              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           1              0.5                 ..a00                                                                         0. +-              0.
0.85           1              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.85           1              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           1              1                   ..a00                                                                         0. +-              0.
0.85           1              1                   NLO.QT.32                                                                   -nan +-            -nan

0.85           1              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           1              2                   ..a00                                                                         0. +-              0.
0.85           1              2                   NLO.QT.32                                                                   -nan +-            -nan

0.85           2              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           2              0.5                 ..a00                                                                         0. +-              0.
0.85           2              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.85           2              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           2              1                   ..a00                                                                         0. +-              0.
0.85           2              1                   NLO.QT.32                                                                   -nan +-            -nan

0.85           2              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           2              2                   ..a00                                                                         0. +-              0.
0.85           2              2                   NLO.QT.32                                                                   -nan +-            -nan

=====================================================================================================================================================

qTcut          mu_R/GAo2      mu_F/GAo2      CHS  order/list                                                                  dXS +- err (order/list)

0.86           0.5            0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           0.5            0.5                 ..a00                                                                         0. +-              0.
0.86           0.5            0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.86           0.5            1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           0.5            1                   ..a00                                                                         0. +-              0.
0.86           0.5            1                   NLO.QT.32                                                                   -nan +-            -nan

0.86           0.5            2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           0.5            2                   ..a00                                                                         0. +-              0.
0.86           0.5            2                   NLO.QT.32                                                                   -nan +-            -nan

0.86           1              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           1              0.5                 ..a00                                                                         0. +-              0.
0.86           1              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.86           1              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           1              1                   ..a00                                                                         0. +-              0.
0.86           1              1                   NLO.QT.32                                                                   -nan +-            -nan

0.86           1              2                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           1              2                   ..a00                                                                         0. +-              0.
0.86           1              2                   NLO.QT.32                                                                   -nan +-            -nan

0.86           2              0.5                 NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           2              0.5                 ..a00                                                                         0. +-              0.
0.86           2              0.5                 NLO.QT.32                                                                   -nan +-            -nan

0.86           2              1                   NLO.QCD.QT                                                                  -nan +-            -nan
-----------------------------------------------------------------------------------------------------------------------------------------------------
